(-2080.760624186616, -2404.3475564833047, -6400.461243686324)
(-2078.5362420466167, -2397.9526207321596, -6403.588995559162)
(-2076.309600658649, -2391.5550811247467, -6406.709762389602)
(-2074.0806994898994, -2385.1549360998642, -6409.823544992792)
(-2071.8495429633167, -2378.7521983325278, -6412.930337250408)
(-2069.6161330271, -2372.3468733814398, -6416.030136521277)
(-2067.38047212733, -2365.9389682331284, -6419.122939477792)
(-2065.142563210535, -2359.5284913024607, -6422.208742114512)
(-2062.90240673488, -2353.1154438757394, -6425.287543859981)
(-2060.6600086424405, -2346.699842933211, -6428.359336618088)
(-2058.415367898024, -2340.28168548216, -6431.424121877384)
(-2056.168489455325, -2333.860985660687, -6434.481892936984)
(-2053.9193737755604, -2327.4377447569086, -6437.532649236117)
(-2051.668024320569, -2321.011972630611, -6440.5763861389405)
(-2049.414444558478, -2314.5836791515367, -6443.613099028717)
(-2047.1586359556863, -2308.152868470641, -6446.642786002434)
(-2044.9006004795206, -2301.7195461677466, -6449.665444480798)
(-2042.6403406006782, -2295.283719256692, -6452.681071215295)
(-2040.3778597992357, -2288.8453976185074, -6455.6896616281765)
(-2038.1131605535463, -2282.4045882764694, -6458.691212495233)
(-2035.8462438308827, -2275.9612939519475, -6461.685722597222)
(-2033.5771141298121, -2269.51552740517, -6464.673186055951)
(-2031.3057719153298, -2263.06728992696, -6467.653602324714)
(-2029.0322206826809, -2256.616591417395, -6470.626966874156)
(-2026.7564639334325, -2250.1634417788073, -6473.593275196726)
(-2024.4785026406234, -2243.7078437420278, -6476.552526091465)
(-2022.1983403109568, -2237.2498072173353, -6479.504715066897)
(-2019.915977409799, -2230.7893334965875, -6482.4498415781845)
(-2017.6314199896492, -2224.3264396847876, -6485.3878978817975)
(-2015.344666994288, -2217.861122762546, -6488.318885403864)
(-2013.0557234688947, -2211.3933969706245, -6491.2427977370535)
(-2010.7645898817966, -2204.92326360345, -6494.159634346895)
(-2008.471270268413, -2198.450734031088, -6497.0693901556615)
(-2006.1757671397595, -2191.975815310703, -6499.972062046905)
(-2003.8780819864853, -2185.498511620424, -6502.867648198233)
(-2001.5782173213097, -2179.0188300177438, -6505.756145499585)
(-1999.2761766838787, -2172.5367804494713, -6508.637549567402)
(-1996.971962594434, -2166.0523699825662, -6511.511857315984)
(-1994.665575522419, -2159.5655999127353, -6514.379068215624)
(-1992.3570205556591, -2153.0764845249, -6517.239175999725)
(-1990.0462997084921, -2146.5850294502884, -6520.092178244373)
(-1987.7334149956312, -2140.091240321389, -6522.938072526725)
(-1985.4183679169419, -2133.595121324464, -6525.776857056443)
(-1983.1011625491221, -2127.0966838737572, -6528.608526892494)
(-1980.7818009123007, -2120.595933606505, -6531.433079630732)
(-1978.4602855436092, -2114.0928776082974, -6534.250512242064)
(-1976.1366184653357, -2107.5875215185374, -6537.0608223298495)
(-1973.8108037704949, -2101.0798767687243, -6539.86400500769)
(-1971.4828419336268, -2094.569944659441, -6542.660059764426)
(-1969.1527375722812, -2088.0577380780874, -6545.448981114012)
(-1966.8204916807606, -2081.5432597769627, -6548.230767929494)
(-1964.4861073278514, -2075.026518300817, -6551.00541660805)
(-1962.1495870666074, -2068.507520752671, -6553.772924174367)
(-1959.810932931856, -2061.9862727848417, -6556.5332882747925)
(-1957.4701495634074, -2055.462787307494, -6559.286503498639)
(-1955.1272363969094, -2048.9370627200824, -6562.032570569658)
(-1952.782198599539, -2042.4091133929394, -6564.77148348666)
(-1950.4350361266927, -2035.8789391758492, -6567.503242358061)
(-1948.0857546775499, -2029.3465559005097, -6570.227840609289)
(-1945.7343552552761, -2022.8119663265886, -6572.945277145407)
(-1943.3808393833742, -2016.2751746639265, -6575.655550258191)
(-1941.0252106807898, -2009.7361909435363, -6578.358655831327)
(-1938.667472247636, -2003.1950237423462, -6581.054590369468)
(-1936.3076271882817, -1996.6516816461224, -6583.7433503899765)
(-1933.945675457277, -1990.1061645024815, -6586.424936000048)
(-1931.5816217370748, -1983.5584852680277, -6589.099341933997)
(-1929.2154680868243, -1977.0086496169163, -6591.76656592395)
(-1926.8472170932218, -1970.4566646862827, -6594.426605110963)
(-1924.47687134511, -1963.9025376135924, -6597.079456644454)
(-1922.1044329055535, -1957.346274078629, -6599.725118269718)
(-1919.729905423321, -1950.7878841412062, -6602.363585974373)
(-1917.353292024175, -1944.2273764062727, -6604.994856351508)
(-1914.9745921324866, -1937.6647492624325, -6607.618930088775)
(-1912.5938120512676, -1931.1000200756828, -6610.235800286314)
(-1910.2109522656992, -1924.5331901573948, -6612.845466473331)
(-1907.8260159094064, -1917.9642681197754, -6615.447925271044)
(-1905.439005588966, -1911.3932611195924, -6618.043173890637)
(-1903.049923912941, -1904.8201763111038, -6620.631209552484)
(-1900.6587734922896, -1898.2450208553498, -6623.21202948338)
(-1898.2655569400608, -1891.6678019131873, -6625.785630918627)
(-1895.8702768715195, -1885.0885266484997, -6628.352011101042)
(-1893.4729353705504, -1878.5072007613849, -6630.911167850257)
(-1891.0735366572806, -1871.9238358130926, -6633.463096719186)
(-1888.6720806841963, -1865.3384316502847, -6636.00779781019)
(-1886.2685738152466, -1858.7510057006027, -6638.545264437308)
(-1883.86301547003, -1852.161556345779, -6641.075497274518)
(-1881.4554093456702, -1845.570093692234, -6643.598492481162)
(-1879.0457575364815, -1838.976623452672, -6646.114247913303)
(-1876.6340637469755, -1832.381155738446, -6648.622759757893)
(-1874.2203306134086, -1825.7836977349448, -6651.124025332609)
(-1871.8045596988259, -1819.1842536901268, -6653.618043071763)
(-1869.3867536409946, -1812.5828307894058, -6656.104810299446)
(-1866.9669161567733, -1805.9794391577084, -6658.584323246312)
(-1864.5450498909074, -1799.3740859866746, -6661.056579261924)
(-1862.1211564115042, -1792.7667755302364, -6663.521576798681)
(-1859.695238364899, -1786.1575149814576, -6665.979313212171)
(-1857.267299480128, -1779.5463144767864, -6668.429784777336)
(-1854.837342410501, -1772.9331812158616, -6670.872988875181)
(-1852.4053681878886, -1766.3181179855778, -6673.308924517588)
(-1849.9713816323813, -1759.7011378741042, -6675.737586928991)
(-1847.5353832365975, -1753.0822421971995, -6678.158975670321)
(-1845.0973783711192, -1746.4614455250673, -6680.573085458016)
(-1842.6573664445566, -1739.838746227793, -6682.979916929958)
(-1840.2153528347962, -1733.214158881524, -6685.379464829929)
(-1837.7713380357513, -1726.5876848025664, -6687.771728724537)
(-1835.325326891123, -1719.959337103283, -6690.156703923634)
(-1832.8773204402853, -1713.3291185759003, -6692.53438946845)
(-1830.4273213549839, -1706.6970364360654, -6694.904782809173)
(-1827.9753339461702, -1700.063102330968, -6697.267879828839)
(-1825.5213587094838, -1693.427317579101, -6699.623680100752)
(-1823.0654005079575, -1686.7896953097302, -6701.972179006883)
(-1820.607459837747, -1680.1502368399917, -6704.313376123843)
(-1818.1475410222083, -1673.5089538287957, -6706.647267380676)
(-1815.6856462005273, -1666.8658520282409, -6708.973850801226)
(-1813.221777512267, -1660.2209371911913, -6711.293124410558)
(-1810.7559398409085, -1653.5742224641651, -6713.605083667882)
(-1808.2881325873873, -1646.9257062101478, -6715.909729184866)
(-1805.8183606403452, -1640.2754015815563, -6718.207056439386)
(-1803.3466261470994, -1633.6233143367933, -6720.497063486889)
(-1800.87293180588, -1626.9694517161008, -6722.779747876907)
(-1798.3972808679966, -1620.3138224434915, -6725.055106661235)
(-1795.9196743830246, -1613.6564293197289, -6727.32313892146)
(-1793.440116708097, -1606.9972840326357, -6729.5838407148785)
(-1790.9586105510487, -1600.3363938312928, -6731.837209627441)
(-1788.4751575163568, -1593.673763000484, -6734.083244251048)
(-1785.9897603134955, -1587.009398791898, -6736.321942177352)
(-1783.5024227606282, -1580.343311421115, -6738.553300015877)
(-1781.0131470199715, -1573.6755066619505, -6740.7773158779155)
(-1778.521935808283, -1567.0059917707267, -6742.993987384252)
(-1776.0287923990932, -1560.3347754890528, -6745.203311673152)
(-1773.5337178487646, -1553.6618606232446, -6747.40528785343)
(-1771.0367165447444, -1546.9872588892458, -6749.599912097284)
(-1768.5377906571243, -1540.3109760658135, -6751.787182547962)
(-1766.0369429127556, -1533.6330194169993, -6753.967096866184)
(-1763.534176597618, -1526.9533976962914, -6756.139652237702)
(-1761.0294927717746, -1520.272113712545, -6758.304847786577)
(-1758.5228952815312, -1513.589177709683, -6760.462680228306)
(-1756.014387978114, -1506.90459993159, -6762.613146300592)
(-1753.503972484009, -1500.2183846801327, -6764.7562446649445)
(-1750.9916504200592, -1493.5305362535648, -6766.8919739783205)
(-1748.4774256438905, -1486.8410649040623, -6769.020331001453)
(-1745.9613025782685, -1480.1499823753895, -6771.1413120455645)
(-1743.44328061009, -1473.4572870166621, -6773.254917673593)
(-1740.9233647258031, -1466.7629920648847, -6775.361143739629)
(-1738.4015571144669, -1460.0671033135623, -6777.45998846289)
(-1735.8778605272398, -1453.3696280481433, -6779.551449599174)
(-1733.352278279217, -1446.6705750454562, -6781.6355244495835)
(-1730.8248108771263, -1439.969945632521, -6783.71221263525)
(-1728.2954644512156, -1433.2677560414425, -6785.781509164503)
(-1725.7642389480582, -1426.5640061100357, -6787.843414129024)
(-1723.2311399447078, -1419.8587105890483, -6789.897923033464)
(-1720.6961662591011, -1413.1518663298352, -6791.945036878592)
(-1718.1593240383443, -1406.4434895794702, -6793.984750738847)
(-1715.6206154871245, -1399.733586146025, -6796.017062894768)
(-1713.0800422448863, -1393.022160342945, -6798.041972078328)
(-1710.5376076469822, -1386.309220962879, -6800.059475672426)
(-1707.9933144663473, -1379.5947753086325, -6802.069571520573)
(-1705.4471654777642, -1372.8788306836318, -6804.072257474501)
(-1702.8991634582894, -1366.1613943951588, -6806.067531393393)
(-1700.3493106188712, -1359.4424722522917, -6808.0553915869405)
(-1697.7976114427854, -1352.7220760505488, -6810.035834605993)
(-1695.2440664420578, -1346.0002071184715, -6812.008860096702)
(-1692.6886806735824, -1339.2768787502225, -6813.974464194715)
(-1690.1314552189453, -1332.552093770165, -6815.93264611434)
(-1687.5723934350888, -1325.8258609898235, -6817.883403324734)
(-1685.0114981124502, -1319.0981877250827, -6819.826733741484)
(-1682.4487709026573, -1312.3690782976828, -6821.762636148164)
(-1679.884218021915, -1305.6385490109342, -6823.6911058970345)
(-1677.3178382734309, -1298.9065967026268, -6825.612143933634)
(-1674.7496378810442, -1292.173237682688, -6827.525745640925)
(-1672.179615644804, -1285.4384687855497, -6829.4319119525835)
(-1669.6077789405667, -1278.7023093237046, -6831.330637439461)
(-1667.034126567949, -1271.964756132357, -6833.221923032749)
(-1664.458663048641, -1265.2258210351415, -6835.10576544228)
(-1661.8813923372682, -1258.4855143591224, -6836.982161822809)
(-1659.302314950323, -1251.7438374371627, -6838.851111839622)
(-1656.7214365686834, -1245.0008051011735, -6840.712611419957)
(-1654.1387565608072, -1238.2564156815179, -6842.566661060713)
(-1651.554278888811, -1231.5106795123347, -6844.413257946673)
(-1648.9680086708581, -1224.763609933256, -6846.252398467445)
(-1646.379947002082, -1218.0152097805276, -6848.084081893613)
(-1643.790095550623, -1211.2654833873237, -6849.908307079452)
(-1641.198458867306, -1204.5144425986928, -6851.725070856766)
(-1638.605039778147, -1197.7620947565931, -6853.534371290539)
(-1636.0098399559547, -1191.0084441986978, -6855.33620725388)
(-1633.4128622281219, -1184.2534982678756, -6857.1305768178845)
(-1630.8141105805512, -1177.4972673149848, -6858.917477268261)
(-1628.2135872681135, -1170.7397571840513, -6860.696907097104)
(-1625.6112945457357, -1163.980973717835, -6862.468864798247)
(-1623.0072369868772, -1157.2209287774815, -6864.233347299653)
(-1620.4014162719495, -1150.4596267054312, -6865.990353507847)
(-1617.7938340803917, -1143.6970718450002, -6867.739882323742)
(-1615.1844944126215, -1136.9332745559602, -6869.48193109657)
(-1612.5734018554015, -1130.168246708667, -6871.216496811462)
(-1609.9605557688571, -1123.4019866273318, -6872.943579932435)
(-1607.3459619058992, -1116.6345091952426, -6874.663176692345)
(-1604.7296202067287, -1109.8658142411198, -6876.375287166253)
(-1602.1115370144662, -1103.0959181598093, -6878.07990724139)
(-1599.4917134363675, -1096.3248237943574, -6879.777036243689)
(-1596.8701511599709, -1089.5525354909387, -6881.4666731124225)
(-1594.2468547910025, -1082.7790651338867, -6883.148814913905)
(-1591.6218260201883, -1076.0044170710414, -6884.82346060197)
(-1588.9950700449458, -1069.228604699193, -6886.490606904005)
(-1586.3665862207556, -1062.4516263376918, -6888.150254266859)
(-1583.7363791638945, -1055.6734938766208, -6889.802399804414)
(-1581.1044529112742, -1048.8942177013794, -6891.447041023811)
(-1578.4708085742652, -1042.1138006569445, -6893.084177270603)
(-1575.8354496073293, -1035.3322516223075, -6894.713806431498)
(-1573.1983788814114, -1028.549577969378, -6896.335926767995)
(-1570.559599269347, -1021.7657870716516, -6897.95053654961)
(-1567.9191142330476, -1014.9808878116462, -6899.557633697562)
(-1565.2769248863947, -1008.1948830373428, -6901.157217567417)
(-1562.6330358700113, -1001.4077846524467, -6902.749285383222)
(-1559.9874494765884, -994.619598526576, -6904.333835803287)
(-1557.3401685875153, -987.8303320365013, -6905.910867137987)
(-1554.6911960866673, -981.0399925637391, -6907.480377705088)
(-1552.040535448959, -974.2485889988217, -6909.042365484395)
(-1549.3881877919737, -967.4561241906085, -6910.596829850156)
(-1546.7341571835577, -960.6626085438074, -6912.1437684480725)
(-1544.0784476963488, -953.8680524661028, -6913.68317894534)
(-1541.4210604510047, -947.072458808088, -6915.215060730461)
(-1538.7619989320608, -940.2758364660706, -6916.739411827058)
(-1536.1012654437154, -933.4781913163988, -6918.25623094623)
(-1533.438864659757, -926.6795352834345, -6919.765515461252)
(-1530.7747982962715, -919.879872732137, -6921.267264439657)
(-1528.1090680679565, -913.079208025758, -6922.761476943842)
(-1525.4416786566374, -906.277553095755, -6924.2481503809795)
(-1522.772632373924, -899.4749138199113, -6925.727283499912)
(-1520.1019327207239, -892.6712991056469, -6927.198874397449)
(-1517.429580822292, -885.86671180549, -6928.662922484838)
(-1514.7555807765273, -879.0611623418097, -6930.119425545268)
(-1512.0799360906653, -872.254659625584, -6931.568381704931)
(-1509.402649678968, -865.447211053068, -6933.009789425007)
(-1506.7237232657856, -858.6388209948241, -6934.443647810569)
(-1504.0431597666463, -851.8294968477286, -6935.869955328973)
(-1501.3609644867317, -845.0192520727469, -6937.288709196125)
(-1498.677137960587, -838.2080880098727, -6938.69990916813)
(-1495.991681914285, -831.3960090300473, -6940.103554359115)
(-1493.3046028558947, -824.5830316282559, -6941.499641400231)
(-1490.615900722627, -817.7691556295581, -6942.888170359712)
(-1487.9255808343073, -810.9543945024378, -6944.269138522759)
(-1485.233643725831, -804.1387495872381, -6945.642545647355)
(-1482.5400941240066, -797.3222328395112, -6947.008389351375)
(-1479.844934961947, -790.5048516654567, -6948.3666681853865)
(-1477.1481673747064, -783.6866089236237, -6949.717381606614)
(-1474.4497966977856, -776.8675180906786, -6951.060526974592)
(-1471.7498240680443, -770.0475820240125, -6952.396103758153)
(-1469.048253024725, -763.226809651132, -6953.724110235448)
(-1466.3450859073898, -756.4052068667916, -6955.044545285162)
(-1463.640327462968, -749.5827856356564, -6956.357406622746)
(-1460.933978830768, -742.7595488161915, -6957.662693729373)
(-1458.226043558496, -735.9355053412662, -6958.960404922292)
(-1455.5165239907176, -729.1106611068462, -6960.250539106218)
(-1452.805424281977, -722.2850265642196, -6961.533094333904)
(-1450.0927473841825, -715.4586091299901, -6962.808069245225)
(-1447.378495043098, -708.6314131842771, -6964.075463050348)
(-1444.6626696074868, -701.8034446249275, -6965.335274674747)
(-1441.9452776591718, -694.9747199849331, -6966.587501101179)
(-1439.2263185295578, -688.1452375683617, -6967.8321426736575)
(-1436.5057963864244, -681.315007833159, -6969.069197508929)
(-1433.7837135852462, -674.484036681847, -6970.298664563127)
(-1431.0600736928743, -667.6523330526522, -6971.520542252486)
(-1428.334881493192, -660.8199089301844, -6972.734828468823)
(-1425.6081363142653, -653.9867626163223, -6973.94152354126)
(-1422.87984354869, -647.1529076144302, -6975.140625107356)
(-1420.1500049515253, -640.3183483077739, -6976.332132425167)
(-1417.418625923902, -633.4830982051537, -6977.516043171951)
(-1414.685705792154, -626.6471556074582, -6978.692357668928)
(-1411.9512493523837, -619.8105325021673, -6979.861073872486)
(-1409.2152607979037, -612.9732393592864, -6981.022190024757)
(-1406.477741280309, -606.1352790429448, -6982.175705668581)
(-1403.7386949964946, -599.2966620246251, -6983.32161906412)
(-1400.9981230978592, -592.4573911670352, -6984.459929755496)
(-1398.256031005502, -585.6174799877783, -6985.590635519346)
(-1395.5124192627202, -578.7769298293098, -6986.7137361599725)
(-1392.767292074527, -571.9357511663687, -6987.829229978657)
(-1390.020654260999, -565.0939559959482, -6988.937115053005)
(-1387.272505144651, -558.2515426184349, -6990.037391684202)
(-1384.5228501596262, -551.4085245542021, -6991.13005771884)
(-1381.7716916863587, -544.5649077145952, -6992.215112241372)
(-1379.0190327179753, -537.720699533417, -6993.2925540988335)
(-1376.2648768620818, -530.875908968014, -6994.362381909256)
(-1373.5092246631796, -524.0305373617749, -6995.424595482956)
(-1370.7520827971384, -517.1846012870665, -6996.4791922737495)
(-1367.993451811185, -510.3381020890346, -6997.526172104791)
(-1365.2333359336574, -503.49105025040825, -6998.565533398202)
(-1362.4717363246066, -496.6434486383882, -6999.597275741213)
(-1359.7086572155827, -489.79530773598185, -7000.621397574123)
(-1356.944103458412, -482.94663955469974, -7001.637897133253)
(-1354.178074369726, -476.0974423892795, -7002.646774696358)
(-1351.4105754189743, -469.2477297746071, -7003.648028289313)
(-1348.641608385131, -462.3975061024063, -7004.6416572946755)
(-1345.8711781286818, -455.54678338540174, -7005.627659997012)
(-1343.0992858146553, -448.69556449224376, -7006.606036010345)
(-1340.3259350738722, -441.8438583869405, -7007.576784076198)
(-1337.5511289233843, -434.9916725129286, -7008.539903164169)
(-1334.7748697629606, -428.13901278581983, -7009.495392464179)
(-1331.9971624661569, -421.28589122410006, -7010.443250326994)
(-1329.2180082001792, -414.4323106948553, -7011.383476382394)
(-1326.437409987253, -407.5782786430433, -7012.316069627641)
(-1323.6553727075104, -400.7238070862056, -7013.241028453725)
(-1320.8718975304819, -393.8688988940904, -7014.158352499477)
(-1318.0869881023034, -387.0135630368645, -7015.0680405853545)
(-1315.3006474513354, -380.15780695830495, -7015.970091746853)
(-1312.5128792285966, -373.301639630755, -7016.86450482924)
(-1309.723683983932, -366.4450623976991, -7017.751279675173)
(-1306.9330684739161, -359.5880918590133, -7018.630414160803)
(-1304.1410338718163, -352.7307308835867, -7019.50190794885)
(-1301.347581349526, -345.8729823427898, -7020.3657606894985)
(-1298.5527176732828, -339.01486283737705, -7021.2219703143)
(-1295.7564433962507, -332.1563737123418, -7022.070536683026)
(-1292.9587621808164, -325.2975239416194, -7022.9114587053)
(-1290.159676446321, -318.4383194474995, -7023.744735674837)
(-1287.3591904820855, -311.5787707314315, -7024.57036633817)
(-1284.5573073338273, -304.7188852413801, -7025.3883498261375)
(-1281.7540288019213, -297.858667375597, -7026.198685636355)
(-1278.949357933577, -290.998124583579, -7027.0013729057155)
(-1276.143299026084, -284.13726736724254, -7027.796410427359)
(-1273.3358545067074, -277.2761016505463, -7028.5837975391205)
(-1270.5270280533134, -270.4146364116095, -7029.363533234921)
(-1267.716820844746, -263.55287452136963, -7030.135617207483)
(-1264.9052384370195, -256.69082953677446, -7030.900047952831)
(-1262.0922813851244, -249.82850280270472, -7031.656825342483)
(-1259.2779552508532, -242.96590787846725, -7032.405947902397)
(-1256.4622605892275, -236.1030461076101, -7033.147415507011)
(-1253.6452023403397, -229.23992952294049, -7033.881226874783)
(-1250.8267835680817, -222.3765655778866, -7034.607381234871)
(-1248.0070054550138, -215.51295714384491, -7035.325878301717)
(-1245.1858735757835, -208.64911778105505, -7036.036716676557)
(-1242.3633884868261, -201.78504883398446, -7036.739896240751)
(-1239.5395551402264, -194.92076233820802, -7037.435415779318)
(-1236.7143759780424, -188.05626421993276, -7038.123274714788)
(-1233.8878540712738, -181.19156193188564, -7038.803472320636)
(-1231.059993122036, -174.3266644556264, -7039.476007729724)
(-1228.2307943165697, -167.4615746629003, -7040.140880678234)
(-1225.4002626184072, -160.5963045903992, -7040.798090017903)
(-1222.568400474752, -153.73086016364087, -7041.447635203925)
(-1219.7352115948531, -146.86525036587344, -7042.0895154087775)
(-1216.9006971670165, -139.99947806896137, -7042.723730381092)
(-1214.064862163514, -133.13355530929923, -7043.350279026049)
(-1211.2277096677503, -126.26748954174042, -7043.96916068798)
(-1208.3892415016837, -119.40128516724936, -7044.5803749896)
(-1205.549460117357, -112.53494811165645, -7045.183921414975)
(-1202.7083717610337, -105.66849346898786, -7045.779798659123)
(-1199.8659763608048, -98.80192105587984, -7046.368006759579)
(-1197.0222801684472, -91.93524596630208, -7046.948544444914)
(-1194.1772824789516, -85.06846648943976, -7047.521411878622)
(-1191.3309889150373, -78.20159619044232, -7048.0866079426605)
(-1188.483401938081, -71.33464099876979, -7048.644132170237)
(-1185.6345252763876, -64.46760989598344, -7049.193983853254)
(-1182.7843594907326, -57.600504227986534, -7049.736162897278)
(-1179.9329108482932, -50.733339087867606, -7050.270668126452)
(-1177.0801818156042, -43.866120405199396, -7050.797499105213)
(-1174.226174223231, -36.9988525785074, -7051.316655514248)
(-1171.3708918076056, -30.131544591769458, -7051.82813668987)
(-1168.5143376719568, -23.264203901061585, -7052.331942094693)
(-1165.6565149202559, -16.396837960719196, -7052.828071199674)
(-1162.7974260226515, -9.529452700214584, -7053.316523591622)
(-1159.9370759943392, -2.6620601571799773, -7053.797298434539)
(-1157.0754660356731, 4.205336794813236, -7054.270395547347)
(-1154.212599892045, 11.072729174018122, -7054.735814326145)
(-1151.3484794004619, 17.940112579014396, -7055.193554484832)
(-1148.4831114970164, 24.80747038813697, -7055.643614937879)
(-1145.6164954714802, 31.67480431303857, -7056.085995819662)
(-1142.748636351819, 38.54210231462956, -7056.5206963691035)
(-1139.8795347013884, 45.40936304922326, -7056.947716512934)
(-1137.0091981067267, 52.27656836595635, -7057.367055141883)
(-1134.1376252165728, 59.14372150620273, -7057.778712473101)
(-1131.2648210672562, 66.01081042955572, -7058.182687793763)
(-1128.3907900590305, 72.8778246267422, -7058.578980507241)
(-1125.5155333971109, 79.74476122604713, -7058.967590466751)
(-1122.6390561250257, 86.61160818982445, -7059.348517009932)
(-1119.7613575281366, 93.47836722893015, -7059.721760242721)
(-1116.8824445733703, 100.34502172351374, -7060.087319272721)
(-1114.002319749666, 107.21156574672231, -7060.445193808067)
(-1111.1209849048132, 114.0779948998942, -7060.795383635367)
(-1108.238443810255, 120.94430020087815, -7061.137888309745)
(-1105.3546989558545, 127.81047572436779, -7061.472707548724)
(-1102.4697553999604, 134.6765094338134, -7061.799840783496)
(-1099.5836143523472, 141.54239845736961, -7062.119287895241)
(-1096.696278947454, 148.40813534295393, -7062.43104854746)
(-1093.8077542499684, 155.27370805448982, -7062.735122211451)
(-1090.9180408273753, 162.1391152495708, -7063.0315088428715)
(-1088.0271437481847, 169.00434489132275, -7063.320207934593)
(-1085.1350655093606, 175.8693910574196, -7063.601219255044)
(-1082.2418092535797, 182.73424629389177, -7063.874542513938)
(-1079.347378768183, 189.59890162148835, -7064.140177371078)
(-1076.4517746206768, 196.46335569844192, -7064.398123784024)
(-1073.5550044669433, 203.32759038206257, -7064.648381088126)
(-1070.6570669427665, 210.19160891211615, -7064.890949418467)
(-1067.7579684201971, 217.05539620045118, -7065.125828253614)
(-1064.8577094681302, 223.91895090614534, -7065.353017561871)
(-1061.9562951728117, 230.78226099707575, -7065.572516956525)
(-1059.0537286868987, 237.6453190232684, -7065.784326218432)
(-1056.1500112257645, 244.50812211570855, -7065.988445270389)
(-1053.2451478814635, 251.37065824406534, -7066.184873765806)
(-1050.3391411636162, 258.2329214860757, -7066.373611551422)
(-1047.4319942291465, 265.0949043924124, -7066.55465843595)
(-1044.5237102356625, 271.9565995153704, -7066.728014236364)
(-1041.6142916950657, 278.8180009328303, -7066.8936788138535)
(-1038.7037437100066, 285.6790966172749, -7067.0516518938775)
(-1035.7920681476837, 292.53988217438683, -7067.201933393538)
(-1032.8792668744788, 299.4003532096839, -7067.344523224519)
(-1029.9653449981354, 306.260497697113, -7067.479421147279)
(-1027.0503043871659, 313.1203112428389, -7067.606627088252)
(-1024.1341508028659, 319.9797802961053, -7067.726140814068)
(-1021.2168828707174, 326.83890809419927, -7067.837962391197)
(-1018.2985083025707, 333.69767650877264, -7067.942091534079)
(-1015.3790270217894, 340.55608572592246, -7068.038528260554)
(-1012.4584441476643, 347.414123723311, -7068.127272411347)
(-1009.536762853656, 354.27178305585295, -7068.208323907473)
(-1006.6139843621048, 361.12906085835584, -7068.281682724639)
(-1003.6901144488221, 367.98594358456, -7068.347348729949)
(-1000.7651530364989, 374.842431419471, -7068.405321934526)
(-997.8391078578718, 381.6985062421052, -7068.455602199539)
(-994.9119781850509, 388.5541697645733, -7068.4981895543815)
(-991.9837678478675, 395.40941301851177, -7068.533083947263)
(-989.0544813294, 402.2642255130324, -7068.560285336273)
(-986.1241218119515, 409.1185998076059, -7068.579793708418)
(-983.1926911737842, 415.9725315131874, -7068.591609062514)
(-980.260193250424, 422.82601166529867, -7068.5957313917115)
(-977.3266305746218, 429.67903434798274, -7068.592160700981)
(-974.3920082896358, 436.53158755139293, -7068.5808970101325)
(-971.4563269715818, 443.38366993440195, -7068.561940332234)
(-968.5195924211001, 450.2352679620412, -7068.535290715513)
(-965.5818052141243, 457.08638029466096, -7068.500948175843)
(-962.6429711550189, 463.9369934001093, -7068.458912791621)
(-959.7030914746659, 470.78710441406474, -7068.409184593453)
(-956.7621687105714, 477.6367074249286, -7068.351763626892)
(-953.8202093280739, 484.4857873793537, -7068.286650030961)
(-950.8772139047034, 491.334342938568, -7068.2138438336715)
(-947.9331876010984, 498.18236209815274, -7068.133345175235)
(-944.9881296837251, 505.0298465660786, -7068.045154040388)
(-942.0420479365278, 511.87677824678855, -7067.949270669452)
(-939.0949422822723, 518.7231573243427, -7067.845695072135)
(-936.1468178878499, 525.568971798217, -7067.734427437038)
(-933.197677299262, 532.4142157608566, -7067.615467872275)
(-930.2475237184148, 539.258881783732, -7067.488816516356)
(-927.296361006336, 546.1029609133232, -7067.354473546827)
(-924.3441903969222, 552.946450290363, -7067.212439026445)
(-921.3910170662087, 559.7893379185784, -7067.06271321072)
(-918.4368435644352, 566.6316178929769, -7066.905296240429)
(-915.4816730988327, 573.4732827882998, -7066.7401882952745)
(-912.5255088790616, 580.3143251769558, -7066.567389563295)
(-909.5683541142702, 587.1547376354732, -7066.38690024069)
(-906.6102120162287, 593.994512737635, -7066.198720531971)
(-903.6510857961907, 600.8336430613274, -7066.002850649802)
(-900.6909780093041, 607.6721227031808, -7065.799290769066)
(-897.7298931863136, 614.509941199082, -7065.5880412094975)
(-894.7678352023551, 621.3470896062979, -7065.369102263244)
(-891.8048046375021, 628.1835665886086, -7065.1424739811555)
(-888.840805367258, 635.0193632040908, -7064.908156659877)
(-885.8758412692139, 641.8544705117599, -7064.666150611148)
(-882.9099175420661, 648.6888765326705, -7064.416456274569)
(-879.9430334473539, 655.5225829710301, -7064.1590735955)
(-876.9751948461868, 662.3555763275124, -7063.894003084753)
(-874.0064043005102, 669.1878507070417, -7063.62124498102)
(-871.0366650336665, 676.0193986939817, -7063.340799587655)
(-868.0659802706202, 682.8502128722143, -7063.052667216308)
(-865.0943525748656, 689.6802873484852, -7062.756848120105)
(-862.1217871567776, 696.5096101505491, -7062.453342827153)
(-859.1482852599139, 703.3381784245414, -7062.142151473752)
(-856.173850774102, 710.1659832389162, -7061.823274471148)
(-853.1984869282998, 716.9930171837063, -7061.49671217209)
(-850.2221962905373, 723.8192743676414, -7061.162464862389)
